Entry,Name,Name(TN),Disease,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8
"D06892
","Donkey glue (Non-JPS)
Ass hide glue
Asini corii collas
Akyo
  ","Gelatin (TN)
  ","
",Blood replenishment,,,,,,,
"D06893
","Cherry bark (JP18)
Pruni jamasakura cortex
Ohi
  ","
","
",Antidote,Antitussive,Expectorant,,,,,
"D06894
","Artemisia leaf (JP18)
Artemisiae folium
Gaiyo
  ","
","
",Hemostatic,,,,,,,
"D06895
","Aluminum silicate hydrate with silicon dioxide (JP18)
Hydrated halloysite
Talcum crystallinum
Kasseki
  ","
","
",Diuretic,,,,,,,
"D06896
","Trichosanthes seed (Non-JPS)
Trichosanthis semen
Karonin
  ","
","
",Analgesic,Antibacterial,Anti-inflammatory,Antipyretic,Expectorant,,,
"D06897
","Citrus peel (Non-JPS)
Kippi
  ","
","
",Stomachic,,,,,,,
"D06899
","Koi (JP18)
Saccharum granorum
Malt extract
  ","
","
",Analeptic,Analgesic,Antitussive,Sedative,,,,
"D06900
","Brown rice (JP18)
Kobei
  ","
","
",Stomachic,,,,,,,
"D06901
","Sesame (JP18)
Sesami semen
Goma
  ","
","
",Analeptic,,,,,,,
"D06902
","Wheat (Non-JPS)
Tritici fructus
Shobaku
  ","
","
",Sedative,,,,,,,
"D06903
","Green tea leaf (Non-JPS)
Cameliae sinesis folium
Theae folium
Chayo
Saicha
  ","
","
",Diuretic,,,,,,,
"D06904
","Crataegus fruit (JP18)
Crataegi fructus
Sanzashi
  ","
","
",Antidiarrheal,Stomachic,,,,,,
"D06905
","Peucedanum root (JP18)
Peucedani radix
Zenko
  ","
","
",Analgesic,Antipyretic,Antitussive,Expectorant,,,,
"D06906
","Cicada slough (Non-JPS)
Cicada larva exuvia
Cicadae periostracum
Zentai
  ","
","
",Antipyretic,Antispasmodic,Sedative,,,,,
"D06907
","Bamboo culm (Non-JPS)
Bambusae caulis
Tikujyo
  ","
","
",Anti-emetic,Antipyretic,Antitussive,,,,,
"D06908
","Arisaema tuber (Non-JPS)
Arisaematis tuber
Tennansho
  ","
","
",Anti-inflammatory,Antitumor,Antitussive,Expectorant,Sedative,,,
"D06909
","Aralia rhizome (JP18)
Dokkatsu
  ","
","
",Analgesic,Anti-inflammatory,Antispasmodic,Sedative,Sweating,,,
"D06910
","Malt (JP18)
Hordei fructus germinatus
Germinated barley
Bakuga
  ","
","
",Stomachic,,,,,,,
"D06911
","Lilium bulb (JP18)
Lily bulb
Byakugo
  ","
","
",Analeptic,Antitussive,Diuretic,Expectorant,,,,
"D06912
","Quercus bark (JP18)
Quercus acutissima bark
Quercus cortex
Bokusoku
Oak bark
  ","
","
",Astringent,Disinfectant,,,,,,
"D06913
","Leonurus herb (JP18)
Leonuri herba
Yakumoso
  ","
","
",Analeptic,Emmenagogue,Hemostatic,,,,,
"D06914
","Longan aril (JP18)
Longan arillus
Ryuganniku
  ","
","
",Analeptic,Sedative,Stomachic,,,,,
"D06915
","Anchusan
  ","
","
",Analgesic,Anti-emetic,Anti-inflammatory,Anti-ulcerative,,,,
"D06916
","Ireito
  ","
","
",Analgesic,Antidiarrheal,Anti-emetic,Anti-inflammatory,Diuretic,,,
"D06917
","Inchinkoto
  ","
","
",Anti-inflammatory,Choleretic,Diuretic,Laxative,,,,
"D06918
","Inchingoreisan
  ","
","
",Antiedemic,Anti-emetic,Anti-inflammatory,,,,,
"D06919
","Unkeito
  ","
","
",Analgesic,Anti-inflammatory,Emmenagogue,Sedative-hypnotic,,,,
"D06920
","Unseiin extract (JP18)
Unseiin
  ","
","
",Antipyretic,Emmenagogue,Sedative,,,,,
"D06921
","Eppikajutsuto
  ","
","
",Antiedemic,Anti-inflammatory,Antirheumatic,Diuretic,,,,
"D06922
","Ogikenchuto
  ","
","
",Analeptic,Anhidrotic,,,,,,
"D06923
","Ogonto
  ","
","
",Antidiarrheal,Anti-emetic,Anti-inflammatory,Digestant,,,,
"D06924
","Orengedokuto extract (JP18)
Orengedokuto
  ","
","
",Antihypertensive,Anti-inflammatory,Antipruritic,Antipyretic,Antivertigo,Emmenagogue,Hemostatic,Sedative-hypnotic
"D06925
","Orento
  ","
","
",Anti-emetic,Anti-inflammatory,Choleretic,Stomachic,,,,
"D06926
","Otsujito extract (JP18)
Otsujito
  ","
","
",Hemorrhoid,Hemostatic,Laxative,,,,,
"D06927
","Kakkontokajutsubuto
  ","
","
",Analgesic,Anti-inflammatory,Antipyretic,,,,,
"D06928
","Kakkontokasenkyushin'i extract (JP18)
Kakkontokasenkyushin'i
  ","
","
",Anti-inflammatory,Pus discharge,,,,,,
"D06929
","Kamikihito extract (JP18)
  ","
","
",Blood replenishment,Sedative-hypnotic,,,,,,
"D06930
","Kanzoto
  ","
","
",Analgesic,Antitussive,,,,,,
"D06931
","Kambakutaisoto
  ","
","
",Antispasmodic,Sedative-hypnotic,,,,,,
"D06932
","Kikyousekko
  ","
","
",Antitussive,Pus discharge,,,,,,
"D06933
","Kikyoto
  ","
","
",Anti-inflammatory,,,,,,,
"D06934
","Kihito
  ","
","
",Blood replenishment,Hypnotic,,,,,,
"D06935
","Kyukikyogaito
  ","
","
",Hemorrhoid,Hemostatic,,,,,,
"D06936
","Kyukichoketsuin
  ","
","
",Emmenagogue,Sedative,,,,,,
"D06937
","Kumibinroto
  ","
","
",Analgesic,Antihypertensive,Laxative,,,,,
"D06938
","Keigairengyoto
  ","
","
",Anti-acne,Anti-inflammatory,Pus discharge,,,,,
"D06939
","Keishikaogito
  ","
","
",Anhidrotic,Antipyretic,,,,,,
"D06940
","Keishikakakkonto
  ","
","
",Analgesic,Antipyretic,,,,,,
"D06941
","Keishikakobokukyoninto
  ","
","
",Antitussive,,,,,,,
"D06942
","Keishikashakuyakudaioto
  ","
","
",Laxative,,,,,,,
"D06943
","Keishikashakuyakuto
  ","
","
",Intestinal regulator,,,,,,,
"D06944
","Keishikajutsubuto
  ","
","
",Analgesic,Anti-inflammatory,Diuretic,,,,,
"D06945
","Keishikaryukotsuboreito
  ","
","
",Sedative,,,,,,,
"D06946
","Keishikaryojutsubuto
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D06947
","Keishito
  ","
","
",Analgesic,Anti-inflammatory,Antipyretic,Sedative,Cold remedy,,,
"D06948
","Keishininjinto
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D06949
","Keishibukuryogan extract (JP18)
Keishibukuryogan
  ","
","
",Analgesic,Anti-inflammatory,Antipyretic,Antivertigo,Emmenagogue,,,
"D06950
","Keishibukuryogankayokuinin
Keishibukuryoganyokuinin
  ","
","
",Analgesic,Anti-inflammatory,Antivertigo,Emmenagogue,Pus discharge,,,
"D06951
","Keishakuchimoto
Keishishakuyakuchimoto
  ","
","
",Analgesic,Antirheumatic,,,,,,
"D06952
","Keihito
  ","
","
",Antidiarrheal,Anti-inflammatory,Digestant,Stomachic,,,,
"D06953
","Keimakakuhanto
  ","
","
",Antipruritic,Antitussive,Cold remedy,,,,,
"D06954
","Kososan
  ","
","
",Analgesic,Anti-inflammatory,Emmenagogue,Sedative,Stomachic,Cold remedy,,
"D06955
","Gokoto
  ","
","
",Antiasthmatic,Antitussive,,,,,,
"D06956
","Goshakusan
  ","
","
",Analgesic,Anti-inflammatory,Cold remedy,,,,,
"D06957
","Goshajinkigan extract (JP18)
Goshajinkigan
  ","
","
",Analgesic,Antidysuria,Antiedemic,Antipruritic,,,,
"D06958
","Goshuyuto extract (JP18)
Goshuyuto
  ","
","
",Analgesic,Anti-emetic,Antimigraine,Hiccup stopper,,,,
"D06959
","Gorinsan
  ","
","
",Antidysuria,,,,,,,
"D06960
","Goreisan extract (JP18)
Goreisan
  ","
","
",Analgesic,Antidiarrheal,Antiedemic,Anti-emetic,Anti-inflammatory,Antivertigo,Diuretic,Hypoglycemic
"D06961
","Saikanto
  ","
","
",Analgesic,Antitussive,,,,,,
"D06962
","Saikokaryukotsuboreito
  ","
","
",Antihypertensive,Sedative-hypnotic,,,,,,
"D06963
","Saikokeishikankyoto
  ","
","
",Analeptic,Anhidrotic,Antipyretic,Antitussive,Blood replenishment,Emmenagogue,Sedative-hypnotic,
"D06964
","Saikokeishito extract (JP18)
Saikokeishito
  ","
","
",Analgesic,Anti-emetic,Anti-inflammatory,Antipyretic,,,,
"D06965
","Saikoseikanto
  ","
","
",Anti-inflammatory,Blood replenishment,Sedative,,,,,
"D06966
","Saibokuto extract (JP18)
Saibokuto
  ","
","
",Antiasthmatic,Anti-inflammatory,Antitussive,Sedative,,,,
"D06967
","San'oshashinto
San'osan
  ","
","
",Antihypertensive,Emmenagogue,Hemorrhoid,Hemostatic,Laxative,,,
"D06968
","Sansoninto
  ","
","
",Sedative-hypnotic,,,,,,,
"D06969
","Sammotsuogonto
  ","
","
",Antipyretic,,,,,,,
"D06970
","Jiinkokato
  ","
","
",Antitussive,,,,,,,
"D06971
","Jiinshihoto
  ","
","
",Antitussive,Expectorant,,,,,,
"D06972
","Shiunkou
  ","
","
",Wound healing,,,,,,,
"D06973
","Shigyakusan
  ","
","
",Anti-inflammatory,Antisecretory (gastric acid),Sedative,,,,,
"D06974
","Shikunshito
  ","
","
",Antidiarrheal,Anti-emetic,Anti-inflammatory,Stomachic,,,,
"D06975
","Shishihakuhito
  ","
","
",Antipruritic,,,,,,,
"D06976
","Shichimotsukokato
  ","
","
",Antihypertensive,,,,,,,
"D06977
","Shimotsuto
  ","
","
",Analeptic,Antihypertensive,Blood replenishment,Emmenagogue,Laxative,,,
"D06978
","Shakanzoto
  ","
","
",Analeptic,,,,,,,
"D06979
","Shakuyakukanzoto extract (JP18)
Shakuyakukanzoto
  ","
","
",Analgesic,Anticonvulsant,Hiccup stopper,,,,,
"D06980
","Shakuyakukanzobushito
  ","
","
",Analgesic,Anti-inflammatory,Antirheumatic,,,,,
"D06981
","Juzentaihoto extract (JP18)
Juzentaihoto
  ","
","
",Analeptic,Blood replenishment,Hemostatic,,,,,
"D06982
","Jumihaidokuto
  ","
","
",Anti-acne,Anti-inflammatory,Pus discharge,Antifungal,,,,
"D06983
","Junchoto
  ","
","
",Laxative,,,,,,,
"D06984
","Shokenchuto
  ","
","
",Analgesic,Antidiarrheal,Anti-inflammatory,Antipyretic,Blood replenishment,Diuretic,Laxative,Sedative
"D06985
","Shosaikoto extract (JP18)
Shosaikoto
  ","
","
",Antiasthmatic,Anti-emetic,Anti-inflammatory,Antipyretic,Liver function improving,Stomachic,,
"D06986
","Shosaikotokakikyosekko
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D06987
","Shoseiryuto extract (JP18)
Shoseiryuto
  ","
","
",Antiallergic,Antiasthmatic,Anti-inflammatory,,,,,
"D06988
","Shohangekabukuryoto
  ","
","
",Anti-emetic,,,,,,,
"D06989
","Shofusan
  ","
","
",Anti-inflammatory,Antipruritic,,,,,,
"D06990
","Shomakakkonto
  ","
","
",Anti-inflammatory,,,,,,,
"D06991
","Shireito
  ","
","
",Analgesic,Antiedemic,Anti-emetic,Anti-inflammatory,Diuretic,,,
"D06992
","Shin'iseihaito
  ","
","
",Anti-inflammatory,Pus discharge,,,,,,
"D06993
","Jinsoin
  ","
","
",Antitussive,,,,,,,
"D06994
","Shimpito
  ","
","
",Antiasthmatic,Anti-inflammatory,Antitussive,Expectorant,,,,
"D06995
","Shimbuto extract (JP18)
Shimbuto
  ","
","
",Antidiarrheal,Antihypertensive,Anti-inflammatory,Antipruritic,Stomachic,,,
"D06996
","Seijobofuto
  ","
","
",Anti-acne,,,,,,,
"D06997
","Seishoekkito
  ","
","
",Analeptic,Antidiarrheal,Digestant,,,,,
"D06998
","Seishinrenshiin
  ","
","
",Analgesic,Antidysuria,,,,,,
"D06999
","Seihaito
  ","
","
",Antitussive,Expectorant,,,,,,
"D07000
","Senkyuchachosan
  ","
","
",Analgesic,Emmenagogue,,,,,,
"D07001
","Sokeikakketsuto
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D07002
","Daiobotampito
  ","
","
",Anti-inflammatory (dermal),Emmenagogue,Hemorrhoid,Laxative,,,,
"D07003
","Daikenchuto
  ","
","
",Analgesic,Antidiarrheal,Anti-emetic,Anti-inflammatory,Antiperistaltic,Laxative,,
"D07004
","Daisaikoto extract (JP18)
Daisaiko
  ","
","
",Antihypertensive,,,,,,,
"D07005
","Daisaikotokyodaio
  ","
","
",Analgesic,Antiasthmatic,Antihypertensive,Anti-inflammatory,Sedative-hypnotic,,,
"D07006
","Daijokito
  ","
","
",Antihypertensive,Laxative,Sedative,,,,,
"D07007
","Daibofuto
  ","
","
",Analgesic,Anti-inflammatory,Antirheumatic,Gout suppressant,,,,
"D07008
","Chikujountanto
  ","
","
",Antipyretic,Antitussive,Expectorant,Sedative,,,,
"D07009
","Jidabokuippo
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D07010
","Jizusoippo
  ","
","
",Anti-inflammatory,,,,,,,
"D07011
","Choijokito
  ","
","
",Laxative,,,,,,,
"D07012
","Chotosan extract (JP18)
Chotosan
  ","
","
",Antihypertensive,,,,,,,
"D07013
","Choyoto
  ","
","
",Analgesic,,,,,,,
"D07014
","Choreito
  ","
","
",Analgesic,Antidiarrheal,Antidysuria,Antiedemic,Anti-inflammatory,Diuretic,,
"D07015
","Choreitogoshimotsuto
  ","
","
",Analgesic,Antidysuria,,,,,,
"D07016
","Tsudosan
  ","
","
",Analgesic,Antihypertensive,Emmenagogue,Laxative,,,,
"D07017
","Tokakujokito extract (JP18)
  ","
","
",Antihypertensive,Emmenagogue,Laxative,,,,,
"D07018
","Tokiinshi
  ","
","
",Anti-inflammatory,Antipruritic,,,,,,
"D07019
","Tokikenchuto
  ","
","
",Analgesic,,,,,,,
"D07020
","Tokishigyakukagoshuyushokyoto
  ","
","
",Analgesic,,,,,,,
"D07021
","Tokishakuyakusan extract (JP18)
Tokishakuyakusan
  ","
","
",Analeptic,Analgesic,Anti-inflammatory,Blood replenishment,Diuretic,Emmenagogue,,
"D07022
","Tokishakuyakusankabushi
Tokishakuyakukabushi
  ","
","
",Analeptic,Analgesic,Anti-inflammatory,Blood replenishment,Emmenagogue,,,
"D07023
","Tokito
  ","
","
",Analgesic,Antipyretic,,,,,,
"D07024
","Nijutsuto
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D07025
","Nichinto
  ","
","
",Anti-emetic,,,,,,,
"D07026
","Nyoshinsan
  ","
","
",Blood replenishment,Emmenagogue,Sedative,,,,,
"D07027
","Ninjinto
Richugan
  ","
","
",Analgesic,Antidiarrheal,Anti-emetic,Stomachic,,,,
"D07028
","Ninjinyoeito
  ","
","
",Analeptic,Anhidrotic,Antipyretic,Blood replenishment,Laxative,Sedative-hypnotic,,
"D07029
","Hainosankyuto
  ","
","
",Anti-inflammatory,Pus discharge,,,,,,
"D07030
","Bakumondoto extract (JP18)
Bakumondoto
  ","
","
",Antiasthmatic,Anti-inflammatory,Antitussive,Expectorant,,,,
"D07031
","Hachimijiogan extract (JP18)
Hachimijiogan
Hachimigan
  ","
","
",Analgesic,Antidiabetic,Antiedemic,Antihypertensive,Anti-inflammatory,Antipruritic,Diuretic,
"D07032
","Hangekobokuto extract (JP18)
Hangekobokuto
  ","
","
",Analgesic,Antiasthmatic,Antiedemic,Anti-emetic,Anti-inflammatory,Antitussive,Sedative-hypnotic,Stomachic
"D07033
","Hangeshashinto extract (JP18)
Hangeshashinto
  ","
","
",Anti-inflammatory,Digestant,Sedative,Stomachic,,,,
"D07034
","Hangebyakujutsutemmato
  ","
","
",Analgesic,Anti-emetic,Antivertigo,Sedative,Stomachic,,,
"D07035
","Byakkokaninjinto extract (JP18)
Byakkokaninjinto
  ","
","
",Anti-inflammatory,Antipruritic,Antipyretic,,,,,
"D07036
","Bukuryoin
  ","
","
",Anti-inflammatory,Digestant,Stomachic,,,,,
"D07037
","Bukuryoingohangekobokuto
  ","
","
",Anti-emetic,Anti-inflammatory,Sedative,,,,,
"D07038
","Bushirichuto
Bushininjinto
  ","
","
",Stomachic,,,,,,,
"D07039
","Heiisan
  ","
","
",Digestant,Stomachic,,,,,,
"D07040
","Boiogito extract (JP18)
  ","
","
",Anhidrotic,Antiedemic,Anti-inflammatory,Diuretic,Emmenagogue,,,
"D07041
","Bofutsushosan extract (JP18)
  ","
","
",Antihypertensive,,,,,,,
"D07042
","Maoto extract (JP18)
Maoto
  ","
","
",Analgesic,Antiasthmatic,Antipyretic,Antirheumatic,,,,
"D07043
","Maobushisaishinto
  ","
","
",Anti-inflammatory,Antipyretic,Antitussive,,,,,
"D07044
","Makyokansekito
  ","
","
",Antiasthmatic,,,,,,,
"D07045
","Makyoyokukanto
  ","
","
",Analgesic,Anti-inflammatory,Antirheumatic,Wart removal,,,,
"D07046
","Mashiningan
  ","
","
",Laxative,Hemorrhoid,,,,,,
"D07047
","Mokuboito
  ","
","
",Antiasthmatic,Antiedemic,,,,,,
"D07048
","Yokuininto
  ","
","
",Analgesic,Anti-inflammatory,,,,,,
"D07049
","Yokukansan extract (JP18)
  ","
","
",Sedative-hypnotic,,,,,,,
"D07050
","Yokukansankachimpihange
  ","
","
",Sedative-hypnotic,,,,,,,
"D07051
","Rikkunshito extract (JP18)
Rikkunshito
  ","
","
",Analgesic,Anti-emetic,Anti-inflammatory,Digestant,Stomachic,,,
"D07052
","Rikkosan
  ","
","
",Analgesic,,,,,,,
"D07053
","Ryutanshakanto
  ","
","
",Analgesic,Anti-inflammatory,Antipruritic,Diuretic,,,,
"D07054
","Ryokankyomishingeninto
  ","
","
",Antiasthmatic,Antitussive,Expectorant,,,,,
"D07055
","Ryokyojutsukanto
  ","
","
",Analgesic,Diuretic,,,,,,
"D07056
","Rokumigan
Rokumijiogan
  ","
","
",Antidysuria,Antiedemic,Antipruritic,Diuretic,,,,
"D07057
","Abacavir (INN)
  ","
","
",Antiviral,Reverse transcriptase inhibitor,,,,,,
"D07058
","Acamprosate (INN)
  ","Aotal (TN)
  ","
",Antialcohol dependence,NMDA receptor antagonist,,,,,,
"D07059
","Acecarbromal (INN)
  ","Paxarel (TN)
  ","
",Sedative-hypnotic,,,,,,,
"D07060
","Succinylsulfathiazole (INN)
  ","
","
",Antibacterial,Folic acid biosynthesis inhibitor,,,,,,
"D07061
","Acediasulfone sodium (INN)
  ","Dermac jabon (TN)
  ","
",Antibacterial,Antimalarial,,,,,,
"D07062
","Acefylline piperazine (INN)
  ","Epicophylline (TN)
  ","
",Bronchodilator,Cardiotonic,Diuretic,,,,,
"D07063
","Aceglutamide (INN)
  ","
","
",Psychostimulant,,,,,,,
"D07064
","Acenocoumarol (INN)
Acenocoumarin
  ","Mini-sintrom (TN)
  ","
",Anticoagulant,Vitamin K antagonist,,,,,,
"D07065
","Acepromazine (INN)
  ","Concentrat vo34 (TN)
  ","
",Sedative-hypnotic (veterinary),,,,,,,
"D07066
","Sodium perborate monohydrate (USAN)
  ","
","
",Antiseptic,,,,,,,
"D07067
","Polynoxylin (INN)
  ","
","
",Antiseptic,,,,,,,
"D07068
","Hexetidine (INN)
  ","
","
",Antiseptic,,,,,,,
"D07069
","Benzoxonium chloride (INN)
  ","Bialcol (TN)
  ","
",Antiseptic,Desinfectant,,,,,,
"D07070
","Fenpiverinium bromide (INN)
  ","
","
",Muscarinic acetylcholine receptor antagonist,,,,,,,
"D07071
","Mannosulfan (INN)
  ","
","
",Antineoplastic,Alkylating agent,,,,,,
"D07072
","Niperotidine (INN)
  ","
","
",Anti-ulcerative,H2 receptor antagonist,,,,,,
"D07073
","Dexamethasone cipecilate (JAN/INN)
  ","
","
",Antiallergic,Anti-inflammatory,Glucocorticoid receptor agonist,,,,,
"D07074
","Acexamic acid (INN)
  ","
","
",Wound healing (topical),,,,,,,
"D07075
","Zolimidine (INN)
  ","
","
",Anti-ulcerative,,,,,,,
"D07076
","Camylofin (INN)
  ","Anafortan (TN)
  ","
",Antispasmodic,Muscarinic acetylcholine receptor antagonist,,,,,,
"D07077
","Ambrisentan (JAN/INN)
  ","Letairis (TN)
Volibris (TN)
  ","Pulmonary arterial hypertension [DS:H01621]
  ",Antihypertensive,Endothelin receptor type A antagonist,,,,,,
"D07078
","Rociverine (INN)
  ","
","
",Antispasmodic,Muscarinic acetylcholine receptor antagonist,,,,,,
"D07079
","Difemerine (INN)
  ","
","
",Muscarinic acetylcholine receptor antagonist,,,,,,,
"D07080
","Vildagliptin (JAN/USAN/INN)
  ","Equa (TN)
Galvus (TN)
  ","
",Antidiabetic,Dipeptidyl peptidase-4 (DPP-4) inhibitor,,,,,,
"D07081
","Penthienate bromide (NF XIII)
  ","
","
",Muscarinic acetylcholine receptor antagonist,,,,,,,
"D07082
","Dabigatran etexilate mesylate (USAN)
Dabigatran etexilate methanesulfonate (JAN)
  ","Pradaxa (TN)
  ","
",Anticoagulant,Thrombin inhibitor,,,,,,
"D07083
","Otilonium bromide (INN)
  ","
","
",Antispasmodic,Muscarinic acetylcholine receptor antagonist,,,,,,
"D07084
","Pipenzolate bromide (INN)
  ","
","
",Muscarinic acetylcholine receptor antagonist,,,,,,,
"D07085
","Bendamustine hydrochloride (JAN/USAN)
  ","Treanda (TN)
Ribomustin (TN)
  ","Chronic lymphocytic leukemia [DS:H00005]
Non-Hodgkin lymphoma [DS:H02418]
  ",Antineoplastic,Alkylating agent,,,,,,
"D07086
","Rivaroxaban (JAN/USAN/INN)
  ","Xarelto (TN)
  ","
",Antithrombotic,Factor Xa inhibitor,,,,,,
"D07087
","Tiropramide (INN)
  ","
","
",Antispasmodic,,,,,,,
"D07088
","Drotaverine (INN)
  ","Drotin (TN)
  ","
",Antispasmodic,Phosphodiesterase IV inhibitor,,,,,,
"D07089
","Moxaverine (INN)
  ","
","
",Antispasmodic,,,,,,,
"D07091
","Fenpiprane (INN)
  ","
","
",Prokinetic,,,,,,,
"D07092
","Diisopromine (INN)
  ","
","
",Antispasmodic,,,,,,,
"D07093
","Chlorbenzoxamine (INN)
  ","
","
",Anti-ulcerative,,,,,,,
"D07094
","Pinaverium bromide (INN)
  ","
","
",Antispasmodic,,,,,,,
"D07095
","Fenoverine (INN)
  ","
","
",Antispasmodic,,,,,,,
"D07096
","Aglepristone (INN)
  ","Alizine (TN)
  ","
",Abortifacient (veterinary),Progesterone receptor antagonist,,,,,,
"D07097
","Isometheptene mucate (USP)
  ","
","
",Vasoconstrictor,,,,,,,
"D07098
","Caroverine (INN)
  ","Spasmium (TN)
  ","
",Antioxidant,,,,,,,
"D07099
","Cimetropium bromide (JAN/INN)
  ","Alginor (TN)
  ","
",Parasympatholytic,Muscarinic acetylcholine receptor antagonist,,,,,,
"D07100
","Amrubicin hydrochloride (JAN/USAN)
  ","Calsed (TN)
  ","
",Antineoplastic,Topoisomerase II inhibitor,,,,,,
"D07101
","Bromopride (INN)
  ","Movipride (TN)
  ","
",Anti-emetic,Dopamine D2 receptor antagonist,,,,,,
"D07102
","Alizapride (INN)
  ","Plitican (TN)
  ","
",Anti-emetic,Dopamine D2 receptor antagonist,,,,,,
"D07103
","Cerium oxalate
  ","
","
",Anti-emetic,,,,,,,
"D07104
","Cyclobutyrol (INN)
  ","
","
",Choleretic,,,,,,,
"D07105
","Citiolone (INN)
  ","
","
",Hepatoprotectant,,,,,,,
"D07106
","Albendazole oxide (INN)
  ","
","
",Anthelmintic,,,,,,,
"D07107
","Dantron (INN)
Danthron
  ","Pilules Vinchy N.F. (TN)
  ","
",Laxative (cathartic),,,,,,,
"D07108
","Sodium tartrate (NF)
  ","
","
",Laxative,,,,,,,
"D07109
","Broxyquinoline (INN)
  ","Starogyn (TN)
  ","
",Amebicide,Antiprotozoal,,,,,,
"D07110
","Acetarsol (INN)
Acetarsone
  ","
","
",Anthelmintic,Antiprotozoal,,,,,,
"D07111
","Nifuroxazide (INN)
  ","
","
",Antibacterial,,,,,,,
"D07113
","Loperamide oxide (INN)
  ","
","
",Antidiarrheal,Antiperistaltic,Opioid receptor agonist,,,,,
"D07114
","Etilamfetamine (INN)
  ","
","
",Appetite suppressant,,,,,,,
"D07115
","Clobenzorex (INN)
  ","
","
",Appetite suppressant,,,,,,,
"D07116
","Alclometasone (INN)
  ","
","
",Anti-inflammatory,Glucocorticoid receptor agonist,,,,,,
"D07117
","Metahexamide (INN)
  ","
","
",Antidiabetic,Hypoglycemic,Sulfonylurea receptor agonist,,,,,
"D07118
","Glisoxepide (INN)
  ","
","
",Antidiabetic,Hypoglycemic,Sulfonylurea receptor agonist,,,,,
"D07119
","Alendronic acid (INN)
  ","
","
",Antiresorptive,Farnesylpyrophosphate synthetase inhibitor,,,,,,
"D07120
","Dextranomer (INN)
  ","Debrisan (TN)
  ","
",Cicatrizant,,,,,,,
"D07121
","Alfatradiol (INN)
17alpha-Estradiol
  ","
","
",5alpha-Reductase inhibitor,,,,,,,
"D07122
","Alfentanil (INN)
  ","Rapifen (TN)
  ","
",Analgesic (narcotic),Opioid receptor agonist,,,,,,
"D07123
","Incadronate disodium hydrate (JAN)
  ","Bisphonal (TN)
  ","
",Antihypercalcemia,Antiresorptive,Osteoporosis agent,Farnesylpyrophosphate synthetase inhibitor,,,,
"D07124
","Alfuzosin (INN)
  ","Xatral (TN)
  ","
",Antidysuria,Antihypertensive,alpha1-Adrenergic receptor antagonist,,,,,
"D07125
","Alimemazine (INN)
Trimeprazine (BAN)
  ","Repeltin (TN)
  ","
",Antiallergic,H1 receptor antagonist,,,,,,
"D07126
","Almitrine (INN)
  ","
","
",Respiratory stimulant,,,,,,,
"D07127
","Norethandrolone (INN)
  ","
","
",Anabolic,Androgen receptor agonist,,,,,,
"D07128
","Ademetionine (INN)
  ","Transmetil (TN)
  ","
",Anti-inflammatory,Antirheumatic,,,,,,
"D07129
","Alosetron (INN)
  ","
","
",Anti-emetic,Serotonin 5-HT3 receptor antagonist,,,,,,
"D07130
","Carglumic acid (JAN/USAN/INN)
  ","Carbaglu (TN)
  ","NAGS deficiency [DS:H01032]
  ",Antihyperammonemic,,,,,,,
"D07131
","Ethyl biscoumacetate (INN)
  ","
","
",Anticoagulant,Vitamin K antagonist,,,,,,
"D07132
","Buprenorphine (JAN/INN)
  ","Temgesic (TN)
  ","
",Analgesic,Opioid receptor agonist/antagonist,,,,,,
"D07133
","Raltegravir potassium (JAN/USAN)
  ","Isentress (TN)
  ","HIV-1 infection [DS:H01563]
  ",Antiviral,HIV integrase inhibitor,,,,,,
